Country code,Series name,2000,2005,avg_value,median_value,std_dev
BHS,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BIH,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BLR,Agricultural land under irrigation (% of total ag. land),21956746574.405476,1.27388535031847,10978373287.83968,10978373287.83968,8963804252.629253
BLZ,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BMU,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BOL,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BRA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BRB,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BRN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,0.0,10978373287.202738,10978373287.202738,8963804253.149317
BTN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,6.76156583629893,10978373290.58352,10978373290.58352,8963804250.388918
BWA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,0.0077396385588793,10978373287.206608,10978373287.206608,8963804253.146156
CAF,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CAN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CHE,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CHI,Agricultural land under irrigation (% of total ag. land),21956746574.405476,0.0,10978373287.202738,10978373287.202738,8963804253.149317
CHL,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CHN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CIV,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CMR,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
COG,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
COK,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
COL,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
COM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CPV,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CRI,Agricultural land under irrigation (% of total ag. land),21956746574.405476,1.39275766016713,10978373287.899117,10978373287.899117,8963804252.580725
CUB,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CUW,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CYM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CYP,Agricultural land under irrigation (% of total ag. land),21956746574.405476,20.9580838323353,10978373297.68178,10978373297.68178,8963804244.593214
CZE,Agricultural land under irrigation (% of total ag. land),21956746574.405476,0.39906103286385,10978373287.402267,10978373287.402267,8963804252.9864
DEU,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
DJI,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
DMA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
DNK,Agricultural land under irrigation (% of total ag. land),21956746574.405476,9.67861100849649,10978373292.042044,10978373292.042044,8963804249.198038
DOM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
DZA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,2.00189269855136,10978373288.203684,10978373288.203684,8963804252.332047
EAP,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ECA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ECU,Agricultural land under irrigation (% of total ag. land),21956746574.405476,10.0266666666667,10978373292.216072,10978373292.216072,8963804249.055946
EGY,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
EMU,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ERI,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ESP,Agricultural land under irrigation (% of total ag. land),21956746574.405476,11.7096420244137,10978373293.057558,10978373293.057558,8963804248.368874
EST,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ETH,Agricultural land under irrigation (% of total ag. land),21956746574.405476,0.436318304591731,10978373287.420897,10978373287.420897,8963804252.97119
FIN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,2.81442392260334,10978373288.60995,10978373288.60995,8963804252.000332
FJI,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
FRA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,5.66835871404399,10978373290.036917,10978373290.036917,8963804250.835218
FRO,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
FSM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GAB,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GBR,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GEO,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GHA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GIB,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GIN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GMB,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GNB,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GNQ,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GRC,Agricultural land under irrigation (% of total ag. land),21956746574.405476,33.4928229665072,10978373303.94915,10978373303.94915,8963804239.47593
GRD,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GRL,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GTM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GUM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GUY,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
HIC,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
HKG,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
HND,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
HRV,Agricultural land under irrigation (% of total ag. land),21956746574.405476,1.32122213047069,10978373287.863348,10978373287.863348,8963804252.609928
HTI,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
HUN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,1.27920859628177,10978373287.842342,10978373287.842342,8963804252.62708
IDN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,16.0134833285952,10978373295.20948,10978373295.20948,8963804246.61184
IMY,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
IND,Agricultural land under irrigation (% of total ag. land),21956746574.405476,32.9181910173581,10978373303.661833,10978373303.661833,8963804239.71052
IRL,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
IRN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,17.9987823056413,10978373296.20213,10978373296.20213,8963804245.801344
IRQ,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ISL,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ISR,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ITA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,17.7320846905537,10978373296.06878,10978373296.06878,8963804245.910223
JAM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
JOR,Agricultural land under irrigation (% of total ag. land),21956746574.405476,7.89733464955577,10978373291.151405,10978373291.151405,8963804249.925241
JPN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,36.2745098039216,10978373305.339993,10978373305.339993,8963804238.34031
KAZ,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
KEN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,0.0407377231316199,10978373287.223106,10978373287.223106,8963804253.132685
KGZ,Agricultural land under irrigation (% of total ag. land),21956746574.405476,9.31596091205212,10978373291.860718,10978373291.860718,8963804249.34609
